country,country_code,version,effective_from,province_code,province_name_fr,province_name_en,is_quebec,smic_multiple,gross_monthly_cad,cpp_qpp_employer_monthly_cad,cpp_qpp_employee_monthly_cad,ei_employer_monthly_cad,ei_employee_monthly_cad,qpip_employer_monthly_cad,qpip_employee_monthly_cad,ontario_eht_monthly_cad,quebec_fss_monthly_cad,workers_comp_monthly_cad,federal_tax_annual_cad,provincial_tax_annual_cad,employee_contributions_monthly_cad,employer_contributions_monthly_cad,employee_contribution_rate,employer_contribution_rate,net_before_income_tax_monthly_cad,income_tax_monthly_cad,net_after_income_tax_monthly_cad,employer_cost_monthly_cad,social_wedge_monthly_cad,total_wedge_after_income_tax_monthly_cad,cost_to_net_ratio,cost_to_net_after_income_tax_ratio,delta_gross_monthly_cad,delta_net_before_income_tax_monthly_cad,delta_net_after_income_tax_monthly_cad,delta_employer_cost_monthly_cad,delta_social_wedge_monthly_cad,delta_total_wedge_after_income_tax_monthly_cad,marginal_net_before_income_tax_rate,marginal_net_after_income_tax_rate,marginal_employer_cost_rate,marginal_social_wedge_rate,marginal_total_wedge_after_income_tax_rate
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,0.9,2745.60003,146.009035,146.009035,62.654593,44.75328,0.0,0.0,0.0,0.0,27.456,1988.84736,631.124206,190.762316,236.119628,0.0694792808577196,0.08599928085771959,2554.837714,218.330964,2336.506751,2981.719658,426.881944,645.212908,1.1670876945746609,1.2761442514081272,30.506667000000107,28.194260999999642,21.99152499999991,33.32304199999999,5.128781000000004,11.331518999999957,0.9241999789750727,0.7208760301477652,1.0923199836940518,0.168120004718968,0.3714440191057226
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,0.91,2776.106697,147.824182,147.824182,63.350755,45.250539,0.0,0.0,0.0,0.0,27.761067,2036.21372,658.190697,193.074721,238.936004,0.06954873930983256,0.08606873930983257,2583.031976,224.533701,2358.498275,3015.042701,432.010725,656.544426,1.1672494682894352,1.2783739267567236,30.506667000000107,28.194262000000435,21.991524000000027,33.32304299999987,5.128781000000004,11.331518000000074,0.9242000117548186,0.7208759973680491,1.092320016473768,0.168120004718968,0.3714439863260065
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,0.92,2806.613364,149.639328,149.639328,64.046917,45.747798,0.0,0.0,0.0,0.0,28.066134,2083.580079,685.257188,195.387126,241.752379,0.06961668779559525,0.08613668779559525,2611.226238,230.736439,2380.489799,3048.365743,437.139505,667.875944,1.1674077485570502,1.2805624055758107,30.506666999999652,28.19426199999998,21.991524000000027,33.32304199999999,5.128780000000006,11.33151799999996,0.9242000117548175,0.7208759973680599,1.0923199836940682,0.16811997193925068,0.37144398632600834
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,0.93,2837.120031,151.454475,151.454475,64.743079,46.245057,0.0,0.0,0.0,0.0,28.3712,2130.946439,712.323679,197.699532,244.568755,0.06968317502359961,0.0862031750235996,2639.420499,236.939177,2402.481323,3081.688786,442.268286,679.207463,1.167562647328402,1.282710819163845,30.506667000000107,28.194260999999642,21.991524000000027,33.323043000000325,5.128781000000004,11.331518999999957,0.9241999789750727,0.7208759973680491,1.092320016473783,0.168120004718968,0.3714440191057226
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,0.94,2867.626698,153.269622,153.269622,65.439241,46.742315,0.0,0.0,0.0,0.0,28.676267,2178.312798,739.390171,200.011937,247.38513,0.06974824762973152,0.08626824762973151,2667.614761,243.141914,2424.472847,3115.011828,447.397067,690.538981,1.1677142718215099,1.2848202577728718,30.506667000000107,28.19426199999998,21.991524000000027,33.32304199999999,5.128781000000004,11.331518000000074,0.9242000117548037,0.7208759973680491,1.0923199836940518,0.168120004718968,0.3714439863260065
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,0.95,2898.133365,155.084769,155.084769,66.135403,47.239574,0.0,0.0,0.0,0.0,28.981334,2225.679158,766.456662,202.324342,250.201506,0.06981195028626067,0.08633195028626067,2695.809023,249.344652,2446.464371,3148.334871,452.525848,701.8705,1.1678627247690119,1.2868917724533777,30.506667000000107,28.19426199999998,21.991524000000027,33.32304299999987,5.128781000000004,11.331518999999957,0.9242000117548037,0.7208759973680491,1.092320016473768,0.168120004718968,0.3714440191057226
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,0.96,2928.640032,156.899915,156.899915,66.831566,47.736833,0.0,0.0,0.0,0.0,29.2864,2273.045518,793.523153,204.636748,253.017881,0.06987432580411211,0.08639432580411213,2724.003284,255.547389,2468.455895,3181.657913,457.654629,713.202018,1.16800810465029,1.2889263768005286,30.506666999999652,28.194261000000097,21.991524000000027,33.32304199999999,5.128781000000004,11.33151799999996,0.9241999789751013,0.7208759973680599,1.0923199836940682,0.1681200047189705,0.37144398632600834
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,0.97,2959.146699,158.715062,158.715062,67.527728,48.234091,0.0,0.0,0.0,0.0,29.591467,2320.411877,820.589644,206.949153,255.834257,0.06993541522881198,0.08645541522881198,2752.197546,261.750127,2490.447419,3214.980956,462.78341,724.533536,1.1681505059093276,1.2909250486078874,30.506667000000107,28.19426199999998,21.991524000000027,33.32304299999987,5.128781000000004,11.331518000000074,0.9242000117548037,0.7208759973680491,1.092320016473768,0.168120004718968,0.3714439863260065
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,0.98,2989.653366,160.530209,160.530209,68.22389,48.73135,0.0,0.0,0.0,0.0,29.896534,2367.778237,847.656135,209.261558,258.650632,0.0699952579305588,0.08651525793055881,2780.391808,267.952864,2512.438943,3248.303998,467.912191,735.865055,1.1682900191593124,1.2928887314342807,30.506667000000107,28.19426199999998,21.991524000000027,33.32304199999999,5.128781000000004,11.331518999999957,0.9242000117548037,0.7208759973680491,1.0923199836940518,0.168120004718968,0.3714440191057226
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,0.99,3020.160033,162.345355,162.345355,68.920052,49.228609,0.0,0.0,0.0,0.0,30.2016,2415.144596,874.722626,211.573964,261.467008,0.070053891688836,0.08657389168883599,2808.586069,274.155602,2534.430467,3281.627041,473.040971,747.196573,1.1684267313749148,1.2948183360890924,30.506667000000107,28.194261000000097,21.991524000000027,33.323043000000325,5.128780000000006,11.33151799999996,0.9241999789750875,0.7208759973680491,1.092320016473783,0.16811997193924816,0.3714439863260028
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.0,3050.6667,164.160502,164.160502,69.616214,49.725867,0.0,0.0,0.0,0.0,30.506667,2462.510956,901.789118,213.886369,264.283383,0.07011135277194763,0.08663135277194763,2836.780331,280.358339,2556.421991,3314.950083,478.169752,758.528092,1.1685607260731021,1.296714742040893,30.506667000000107,28.19426199999998,21.991524000000027,33.32304199999999,5.128781000000004,11.331519000000071,0.9242000117548037,0.7208759973680491,1.0923199836940518,0.168120004718968,0.37144401910572633
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.01,3081.173367,165.975649,165.975649,70.312376,50.223126,0.0,0.0,0.0,0.0,30.811734,2509.877315,928.855609,216.198775,267.099759,0.07016767601182934,0.08668767601182935,2864.974592,286.561077,2578.413515,3348.273126,483.298533,769.85961,1.1686920834832732,1.298578798753981,30.506666999999652,28.194261000000097,21.991524000000027,33.32304299999987,5.128781000000004,11.33151799999996,0.9241999789751013,0.7208759973680599,1.0923200164737843,0.1681200047189705,0.37144398632600834
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.02,3111.680034,167.790795,167.790795,71.008538,50.720385,0.0,0.0,0.0,0.0,31.1168,2557.243675,955.9221,218.51118,269.916134,0.07022289487445846,0.08674289487445846,2893.168854,292.763815,2600.40504,3381.596168,488.427314,781.191129,1.1688208807074498,1.3004113269571103,30.506667000000107,28.19426199999998,21.99152499999991,33.32304199999999,5.128781000000004,11.331519000000071,0.9242000117548037,0.7208760301477652,1.0923199836940518,0.168120004718968,0.37144401910572633
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.03,3142.186701,169.605942,169.605942,71.704701,51.217643,0.0,0.0,0.0,0.0,31.421867,2604.610034,982.988591,220.823585,272.73251,0.07027704152616275,0.08679704152616274,2921.363116,298.966552,2622.396564,3414.919211,493.556095,792.522647,1.1689471918711853,1.302213119848375,30.506667000000107,28.19426199999998,21.991524000000027,33.32304299999987,5.128781000000004,11.33151799999996,0.9242000117548037,0.7208759973680491,1.092320016473768,0.168120004718968,0.3714439863260028
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.04,3172.693368,171.421089,171.421089,72.400863,51.714902,0.0,0.0,0.0,0.0,31.726934,2651.976394,1010.055082,223.135991,275.548885,0.07033014689610348,0.08685014689610349,2949.557377,305.16929,2644.388088,3448.242253,498.684876,803.854165,1.1690710882658268,1.3039849442399782,30.506667000000107,28.194261000000097,21.991524000000027,33.32304199999999,5.128780999999947,11.33151799999996,0.9241999789750875,0.7208759973680491,1.0923199836940518,0.16812000471896615,0.3714439863260028
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.05,3203.200035,173.236235,173.236235,73.097025,52.212161,0.0,0.0,0.0,0.0,32.032,2699.342754,1037.121573,225.448396,278.365261,0.07038224073518821,0.08690224073518822,2977.751639,311.372027,2666.379612,3481.565296,503.813657,815.185684,1.1691926384826865,1.3057275416463445,30.506666999999652,28.19426199999998,21.991524000000027,33.323043000000325,5.128781000000004,11.331519000000071,0.9242000117548175,0.7208759973680599,1.0923200164737992,0.1681200047189705,0.3714440191057319
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.06,3233.706702,175.051382,175.051382,73.793187,52.709419,0.0,0.0,0.0,0.0,32.337067,2746.709113,1064.188065,227.760801,281.181636,0.07043335167164871,0.08695335167164872,3005.945901,317.574765,2688.371136,3514.888338,508.942437,826.517202,1.16931190853967,1.3074416293188327,30.506667000000107,28.19426199999998,21.991524000000027,33.32304199999999,5.128780000000006,11.33151799999996,0.9242000117548037,0.7208759973680491,1.0923199836940518,0.16811997193924816,0.3714439863260028
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.07,3264.213369,176.866529,176.866529,74.489349,53.206678,0.0,0.0,0.0,0.0,32.642134,2794.075473,1091.254556,230.073207,283.998012,0.07048350726350246,0.08700350726350245,3034.140162,323.777502,2710.36266,3548.211381,514.071218,837.848721,1.1694289620008387,1.3091279012300707,30.506667000000107,28.194261000000097,21.991523999999572,33.32304299999987,5.12878100000006,11.331518999999957,0.9241999789750875,0.7208759973680342,1.092320016473768,0.16812000471896987,0.3714440191057226
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.08,3294.720036,178.681675,178.681675,75.185511,53.703937,0.0,0.0,0.0,0.0,32.9472,2841.441832,1118.321047,232.385612,286.814387,0.07053273404809965,0.08705273404809966,3062.334424,329.98024,2732.354184,3581.534423,519.199999,849.180239,1.1695438600893713,1.3107870290107568,30.506667000000107,28.19426199999998,21.991524000000027,33.32304199999999,5.128781000000004,11.331518000000074,0.9242000117548037,0.7208759973680491,1.0923199836940518,0.168120004718968,0.3714439863260065
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.09,3325.226703,180.496822,180.496822,75.881673,54.201195,0.0,0.0,0.0,0.0,33.252267,2888.808192,1145.387538,234.698017,289.630763,0.07058105758894279,0.08710105758894278,3090.528686,336.182977,2754.345708,3614.857466,524.32878,860.511757,1.1696566617943396,1.3124196628415845,30.506666999999652,28.19426199999998,21.991524000000027,33.32304299999987,5.128781000000004,11.33151799999996,0.9242000117548175,0.7208759973680599,1.0923200164737843,0.1681200047189705,0.37144398632600834
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.1,3355.73337,182.311969,182.311969,76.577836,54.698454,0.0,0.0,0.0,0.0,33.557334,2936.174551,1172.454029,237.010423,292.447138,0.0706285025199524,0.08714850251995239,3118.722947,342.385715,2776.337232,3648.180508,529.457561,871.843276,1.1697674239716955,1.3140264323027757,30.506667000000107,28.194261000000097,21.991524000000027,33.32304199999999,5.128781000000004,11.331518999999957,0.9241999789750875,0.7208759973680491,1.0923199836940518,0.168120004718968,0.3714440191057226
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.11,3386.240037,184.127116,184.127116,77.273998,55.195713,0.0,0.0,0.0,0.0,33.8624,2983.540911,1199.520521,239.322828,295.263514,0.0706750925873402,0.08719509258734022,3146.917209,348.588453,2798.328756,3681.503551,534.586342,883.174794,1.1698762014398256,1.3156079471835542,30.506667000000107,28.19426199999998,21.991524000000027,33.32304299999987,5.12878099999989,11.331518000000074,0.9242000117548037,0.7208759973680491,1.092320016473768,0.1681200047189643,0.3714439863260065
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.12,3416.746704,185.942262,185.942262,77.97016,55.692971,0.0,0.0,0.0,0.0,34.167467,3030.90727,1226.587012,241.635233,298.079889,0.07072085068923896,0.08724085068923897,3175.111471,354.79119,2820.32028,3714.826593,539.715123,894.506313,1.1699830470700188,1.3171647982537533,30.506667000000107,28.19426199999998,21.991524000000027,33.32304199999999,5.128781000000004,11.331518999999957,0.9242000117548037,0.7208759973680491,1.0923199836940518,0.168120004718968,0.3714440191057226
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.13,3447.253371,187.757409,187.757409,78.666322,56.19023,0.0,0.0,0.0,0.0,34.472534,3078.27363,1253.653503,243.947639,300.896265,0.07076579891322798,0.08728579891322798,3203.305732,360.993928,2842.311804,3748.149636,544.843903,905.837831,1.1700880118721515,1.3186975579995965,30.506666999999652,28.194260999999642,21.991524000000027,33.323043000000325,5.128780000000006,11.331518000000074,0.9241999789750864,0.7208759973680599,1.0923200164737992,0.16811997193925068,0.37144398632601205
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.14,3477.760038,189.572556,189.572556,79.362484,56.687489,0.0,0.0,0.0,0.0,34.7776,3125.63999,1280.719994,246.260044,303.71264,0.07080995857188388,0.08732995857188387,3231.499994,367.196665,2864.303328,3781.472678,549.972684,917.16935,1.170191145075893,1.3202067813255887,30.506667000000107,28.19426199999998,21.991524000000027,33.32304199999999,5.128781000000004,11.331518999999957,0.9242000117548037,0.7208759973680491,1.0923199836940518,0.168120004718968,0.3714440191057226
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.15,3508.266705,191.387702,191.387702,80.058646,57.184747,0.0,0.0,0.0,0.0,35.082667,3173.006349,1307.786485,248.57245,306.529016,0.0708533502364762,0.0873733502364762,3259.694255,373.399403,2886.294853,3814.795721,555.101465,928.500868,1.1702924942076933,1.3216930062243164,30.506667000000107,28.194261000000097,21.99152499999991,33.32304299999987,5.128781000000004,11.33151799999996,0.9241999789750875,0.7208760301477652,1.092320016473768,0.168120004718968,0.3714439863260028
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.16,3538.773372,193.202849,193.202849,80.754808,57.682006,0.0,0.0,0.0,0.0,35.387734,3220.372709,1334.852976,250.884855,309.345391,0.07089599376892038,0.08741599376892037,3287.888517,379.60214,2908.286377,3848.118763,560.230246,939.832386,1.170392105163807,1.3231567544158584,30.506667000000107,28.19426199999998,21.991524000000027,33.32304199999999,5.128781000000004,11.331518000000074,0.9242000117548037,0.7208759973680491,1.0923199836940518,0.168120004718968,0.3714439863260065
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.17,3569.280039,195.017996,195.017996,81.45097,58.179265,0.0,0.0,0.0,0.0,35.6928,3267.739068,1361.919468,253.19726,312.161767,0.07093790835209199,0.08745790835209198,3316.082779,385.804878,2930.277901,3881.441806,565.359027,951.163905,1.1704900222796004,1.32459853195841,30.506667000000107,28.19426199999998,21.991524000000027,33.32304299999987,5.128781000000004,11.331518999999957,0.9242000117548037,0.7208759973680491,1.092320016473768,0.168120004718968,0.3714440191057226
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.18,3599.786706,196.833142,196.833142,82.147133,58.676523,0.0,0.0,0.0,0.0,35.997867,3315.105428,1388.985959,255.509666,314.978142,0.07097911251859969,0.0874991125185997,3344.27704,392.007616,2952.269425,3914.764848,570.487808,962.495423,1.1705862883953426,1.326018829831606,30.506666999999652,28.194261000000097,21.991524000000027,33.32304199999999,5.128781000000004,11.33151799999996,0.9241999789751013,0.7208759973680599,1.0923199836940682,0.1681200047189705,0.37144398632600834
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.19,3630.293373,198.648289,198.648289,82.843295,59.173782,0.0,0.0,0.0,0.0,36.302934,3362.471787,1416.05245,257.822071,317.794518,0.07101962417810725,0.08753962417810725,3372.471302,398.210353,2974.260949,3948.087891,575.616589,973.826942,1.1706809449187052,1.3274181244939771,30.506667000000107,28.19426199999998,21.991524000000027,33.323043000000325,5.128781000000004,11.331519000000071,0.9242000117548037,0.7208759973680491,1.092320016473783,0.168120004718968,0.37144401910572633
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.2,3660.80004,200.463436,200.463436,83.539457,59.671041,0.0,0.0,0.0,0.0,36.608,3409.838147,1443.118941,260.134476,320.610893,0.07105946064328969,0.0875794606432897,3400.665564,404.413091,2996.252473,3981.410933,580.745369,985.15846,1.1707740318841469,1.328796878415846,30.506667000000107,28.19426199999998,21.991524000000027,33.32304199999999,5.128780000000006,11.33151799999996,0.9242000117548037,0.7208759973680491,1.0923199836940518,0.16811997193924816,0.3714439863260028
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.21,3691.306707,202.278582,202.278582,84.235619,60.168299,0.0,0.0,0.0,0.0,36.913067,3457.204506,1470.185432,262.446882,323.427269,0.07109863865450218,0.08761863865450217,3428.859825,410.615828,3018.243997,4014.733976,585.87415,996.489978,1.1708655880093717,1.3301555405889345,30.506667000000107,28.194261000000097,21.991524000000027,33.32304299999987,5.128781000000004,11.33151799999996,0.9241999789750875,0.7208759973680491,1.092320016473768,0.168120004718968,0.3714439863260028
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.22,3721.813374,204.093729,204.093729,84.931781,60.665558,0.0,0.0,0.0,0.0,37.218134,3504.570866,1497.251923,264.759287,326.243644,0.07113717440323575,0.08765717440323574,3457.054087,416.818566,3040.235521,4048.057018,591.002931,1007.821497,1.1709556507490233,1.3314945470138486,30.506666999999652,28.19426199999998,21.991524000000027,33.32304199999999,5.128781000000004,11.331519000000071,0.9242000117548175,0.7208759973680599,1.0923199836940682,0.1681200047189705,0.3714440191057319
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.23,3752.320041,205.908876,205.908876,85.627943,61.162817,0.0,0.0,0.0,0.0,37.5232,3551.937226,1524.318415,267.071692,329.06002,0.07117508355442896,0.08769508355442895,3485.248349,423.021303,3062.227045,4081.380061,596.131712,1019.153015,1.1710442563457735,1.3328143211665622,30.506667000000107,28.19426199999998,21.991524000000027,33.32304299999987,5.128781000000004,11.33151799999996,0.9242000117548037,0.7208759973680491,1.092320016473768,0.168120004718968,0.3714439863260028
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.24,3782.826708,207.724022,207.724022,86.324105,61.660075,0.0,0.0,0.0,0.0,37.828267,3599.303585,1551.384906,269.384098,331.876395,0.07121238126769969,0.0877323812676997,3513.44261,429.224041,3084.218569,4114.703103,601.260493,1030.484534,1.1711314398789496,1.334115274444939,30.506667000000107,28.194261000000097,21.991524000000027,33.32304199999999,5.128781000000004,11.331518999999957,0.9241999789750875,0.7208759973680491,1.0923199836940518,0.168120004718968,0.3714440191057226
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.25,3813.333375,209.539169,209.539169,87.020268,62.157334,0.0,0.0,0.0,0.0,38.133334,3646.669945,1578.451397,271.696503,334.692771,0.0712490822175581,0.0877690822175581,3541.636872,435.426778,3106.210093,4148.026146,606.389274,1041.816052,1.1712172353108412,1.3353978065962901,30.506667000000107,28.19426199999998,21.991524000000027,33.323043000000325,5.128781000000004,11.33151799999996,0.9242000117548037,0.7208759973680491,1.092320016473783,0.168120004718968,0.3714439863260028
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.26,3843.840042,211.354316,211.354316,87.71643,62.654593,0.0,0.0,0.0,0.0,38.4384,3694.036304,1605.517888,274.008909,337.509146,0.07128520061265686,0.08780520061265684,3569.831133,441.629516,3128.201617,4181.349188,611.518055,1053.147571,1.171301675530812,1.336662306126897,30.506666999999652,28.194261000000097,21.991524000000027,33.32304199999999,5.128781000000004,11.331519000000071,0.9241999789751013,0.7208759973680599,1.0923199836940682,0.1681200047189705,0.3714440191057319
Canada,CA,2026-01,2026-01-01,AB,Alberta,Alberta,False,1.27,3874.346709,213.169463,213.169463,88.412592,63.151851,0.0,0.0,0.0,0.0,38.743467,3741.402664,1632.584379,276.321314,340.325522,0.07132075021413199,0.08784075021413197,3598.025395,447.832254,3150.193142,4214.672231,616.646835,1064.479089,1.1713847923973353,1.3379091506943774,30.506667000000107,28.19426199999998,21.99152499999991,33.323042999999416,5.128780000000006,11.33151799999996,0.9242000117548037,0.7208760301477652,1.092320016473753,0.16811997193924816,0.3714439863260028
